,city,Listing_Title,Posting_Date,Bedrooms,Sqft,Price,posting_ID,treatment_assignment,full_URL,Reply_contact_info_link,reply_email_TO_BE_FILLED_IN,Apartment_Complex_Flag
33,houston,"2 Months Free Rent, Free Dog Baths, Free Brunch, Zero Deposit",2017-03-17 12:33,2.0,1326.0,2566.0,6034005397,John_Control,https://houston.craigslist.org/apa/6034005397.html,https://houston.craigslist.org/reply/hou/apa/6034005397,,
67,houston,"@Soaring 12-foot floor to ceiling windows panoramic views, Montrose",2017-03-16 14:32,1.0,1033.0,3060.0,6046747602,Jane_Control,https://houston.craigslist.org/apa/6046747602.html,https://houston.craigslist.org/reply/hou/apa/6046747602,,
112,houston,Live Like a KING ARCADE ROOM 🙉,2017-03-17 11:31,1.0,816.0,2175.0,6044114721,John_Treat_High,https://houston.craigslist.org/apa/6044114721.html,https://houston.craigslist.org/reply/hou/apa/6044114721,,
33,houston,LUXURY HI-RISE HIGHLAND VILLAGE,2017-03-17 11:26,2.0,1400.0,3500.0,6018702178,John_Treat_Low,https://houston.craigslist.org/apa/6018702178.html,https://houston.craigslist.org/reply/hou/apa/6018702178,,
106,houston,$500 off 1st mo w/12mo L&L Refer to Apt#J4399A,2017-03-17 15:12,1.0,704.0,1137.0,6022022040,John_Control,https://houston.craigslist.org/apa/6022022040.html,https://houston.craigslist.org/reply/hou/apa/6022022040,,
29,houston,2.5 MO FREE RENT!!CALL NOW,2017-03-17 14:33,1.0,1024.0,2495.0,6012312669,John_Treat_Low,https://houston.craigslist.org/apa/6012312669.html,https://houston.craigslist.org/reply/hou/apa/6012312669,,
66,houston,"Galleria Lux Twnhome-2 Car Att Garage,Granite,Plank Floor-Epic Deal!",2017-03-17 15:18,2.0,1447.0,1785.0,6048262769,John_Treat_High,https://houston.craigslist.org/apa/6048262769.html,https://houston.craigslist.org/reply/hou/apa/6048262769,,
92,houston,Greenway Plaza / Rice Village - 1 Bed Apartment,2017-03-17 15:20,1.0,628.0,1499.0,6013462472,Jane_Treat_Low,https://houston.craigslist.org/apa/6013462472.html,https://houston.craigslist.org/reply/hou/apa/6013462472,,
47,houston,MEDICAL CENTER 2-6 WEEKS FREE,2017-03-17 10:17,2.0,1518.0,3400.0,6017040770,Jane_Control,https://houston.craigslist.org/apa/6017040770.html,https://houston.craigslist.org/reply/hou/apa/6017040770,,
87,houston,"Floor to ceiling windows, Solar Shades 4-6Weeks Free West/Rice U",2017-02-28 12:47,2.0,1267.0,3733.0,6016304366,John_Treat_Low,https://houston.craigslist.org/apa/6016304366.html,https://houston.craigslist.org/reply/hou/apa/6016304366,,
13,houston,Luxury High Rise Montrose HOU306,2017-03-17 15:37,1.0,1039.0,2310.0,6041471749,Jane_Control,https://houston.craigslist.org/apa/6041471749.html,https://houston.craigslist.org/reply/hou/apa/6041471749,,
74,houston,Downtown - Luxury Apartments - Discounted Rates,2017-03-17 11:56,2.0,,2240.0,6038576496,John_Control,https://houston.craigslist.org/apa/6038576496.html,https://houston.craigslist.org/reply/hou/apa/6038576496,,
21,houston,Furnished Apartment in the Heart of the Texas Medical Center!,2017-03-17 11:42,1.0,1150.0,3200.0,6047933208,Jane_Control,https://houston.craigslist.org/apa/6047933208.html,https://houston.craigslist.org/reply/hou/apa/6047933208,,
4,houston,loft Style Luxury Apartment Midtown,2017-03-17 15:41,1.0,768.0,1500.0,6044298259,Jane_Treat_High,https://houston.craigslist.org/apa/6044298259.html,https://houston.craigslist.org/reply/hou/apa/6044298259,,
73,houston,**6 Months 1/2 RENT!! DOWNTOWN HIGH-RISE,2017-03-05 22:57,2.0,1472.0,3648.0,6024553281,Jane_Treat_Low,https://houston.craigslist.org/apa/6024553281.html,https://houston.craigslist.org/reply/hou/apa/6024553281,,
47,houston,*Remote home technology 7th floor skylounge $0app LEED Cert,2017-03-15 12:57,2.0,1320.0,3729.0,6045147102,Jane_Control,https://houston.craigslist.org/apa/6045147102.html,https://houston.craigslist.org/reply/hou/apa/6045147102,,
6,houston,*2 MO FREE WITH 12 MO LEASE!! CALL NOW,2017-03-17 14:51,2.0,1266.0,2790.0,6028140403,John_Treat_Low,https://houston.craigslist.org/apa/6028140403.html,https://houston.craigslist.org/reply/hou/apa/6028140403,,
114,houston,Designer built-in desks for instantly accessible workstations,2017-03-17 10:26,2.0,1026.0,2297.0,6016243733,Jane_Treat_High,https://houston.craigslist.org/apa/6016243733.html,https://houston.craigslist.org/reply/hou/apa/6016243733,,
38,houston,loft Style Luxury Apartment Midtown,2017-03-17 15:34,1.0,655.0,1300.0,6044264516,Jane_Treat_Low,https://houston.craigslist.org/apa/6044264516.html,https://houston.craigslist.org/reply/hou/apa/6044264516,,
1,houston,ALL BILLS PAID condo in West U/Medical Center area,2017-03-17 15:42,1.0,,1250.0,6018278511,John_Control,https://houston.craigslist.org/apa/6018278511.html,https://houston.craigslist.org/reply/hou/apa/6018278511,,
118,houston,SPECIALS!! 10 WEEKS FREE HI-RISE,2017-03-17 11:27,1.0,995.0,2358.0,6025765942,John_Control,https://houston.craigslist.org/apa/6025765942.html,https://houston.craigslist.org/reply/hou/apa/6025765942,,
41,houston,Furnished Apartment in the Galleria!,2017-03-17 11:44,1.0,680.0,2550.0,6047910402,Jane_Treat_Low,https://houston.craigslist.org/apa/6047910402.html,https://houston.craigslist.org/reply/hou/apa/6047910402,,
111,houston,● Live the Exceptional Life at Washington Avenue / Inner Loop - 1 Bed,2017-03-17 15:08,1.0,585.0,1365.0,6024979542,Jane_Control,https://houston.craigslist.org/apa/6024979542.html,https://houston.craigslist.org/reply/hou/apa/6024979542,,
82,houston,Special Rates Happening Now!!,2017-03-16 00:35,1.0,1058.0,3109.0,6046009798,John_Control,https://houston.craigslist.org/apa/6046009798.html,https://houston.craigslist.org/reply/hou/apa/6046009798,,
95,houston,Your taste will be truely satisfied in West Memorial / Energy Corridor,2017-03-17 15:19,1.0,856.0,1433.0,6017986275,Jane_Treat_Low,https://houston.craigslist.org/apa/6017986275.html,https://houston.craigslist.org/reply/hou/apa/6017986275,,
59,houston,2 MO FREE | MED CENTER DISCOUNT | NEW PROPERTY | MODERN | SAFE | SLEEK,2017-03-17 15:28,1.0,,1075.0,6035332154,Jane_Treat_Low,https://houston.craigslist.org/apa/6035332154.html,https://houston.craigslist.org/reply/hou/apa/6035332154,,
82,houston,1mo free w/12+mo 2mo call now refer to Apt#J4976A,2017-03-17 15:25,1.0,713.0,1020.0,6026466470,John_Control,https://houston.craigslist.org/apa/6026466470.html,https://houston.craigslist.org/reply/hou/apa/6026466470,,
60,houston,Galleria Apts: meant to put a large smile on your face!,2017-03-17 07:47,2.0,1287.0,2630.0,6004994598,John_Treat_Low,https://houston.craigslist.org/apa/6004994598.html,https://houston.craigslist.org/reply/hou/apa/6004994598,,
99,houston,Closets You Could Live In Indoor BASKETBALL COURT 👍,2017-03-16 17:52,1.0,826.0,2640.0,6047086480,Jane_Treat_Low,https://houston.craigslist.org/apa/6047086480.html,https://houston.craigslist.org/reply/hou/apa/6047086480,,
52,houston,Beautiful New Kitchens *Grill Under the Cabana* 🕶,2017-03-17 11:02,2.0,1110.0,2568.0,6044803426,Jane_Control,https://houston.craigslist.org/apa/6044803426.html,https://houston.craigslist.org/reply/hou/apa/6044803426,,
80,houston,1-2 mo free prorated w/12+ Refer to Apt#J4948A Call now!!,2017-03-17 15:00,1.0,565.0,1542.0,6032197305,John_Treat_Low,https://houston.craigslist.org/apa/6032197305.html,https://houston.craigslist.org/reply/hou/apa/6032197305,,
73,houston,This place... you want to call home!,2017-03-07 23:23,2.0,,3600.0,6002087213,Jane_Treat_High,https://houston.craigslist.org/apa/6002087213.html,https://houston.craigslist.org/reply/hou/apa/6002087213,,
83,houston,Bunker Hill/10 West/Mem Hermann!MIDRISE-Beautiful 1305 Sqft*2 Br! WOW!,2017-03-17 14:11,2.0,1305.0,1360.0,6048173322,Jane_Control,https://houston.craigslist.org/apa/6048173322.html,https://houston.craigslist.org/reply/hou/apa/6048173322,,
41,houston,3 MO FREE | SPA | STEAM | SAUNA | AMENITIES GALORE | HIRISE LIVING $$$,2017-03-17 15:28,1.0,816.0,1673.0,6035178726,Jane_Control,https://houston.craigslist.org/apa/6035178726.html,https://houston.craigslist.org/reply/hou/apa/6035178726,,
87,houston,"Controlled Entry, Package Acceptance, Billiard Table",2017-03-17 11:53,2.0,230.0,2035.0,6038052042,Jane_Control,https://houston.craigslist.org/apa/6038052042.html,https://houston.craigslist.org/reply/hou/apa/6038052042,,
84,houston,3 Months FREE | 15 Month Lease | No Deposit | Luxury | Fancy Living,2017-03-17 11:39,2.0,,2018.0,6022273532,John_Treat_High,https://houston.craigslist.org/apa/6022273532.html,https://houston.craigslist.org/reply/hou/apa/6022273532,,
17,houston,Luxury Lives Here 1 Bedroom Apartment,2017-03-17 15:40,2.0,1149.0,1419.0,6048315092,Jane_Control,https://houston.craigslist.org/apa/6048315092.html,https://houston.craigslist.org/reply/hou/apa/6048315092,,
85,houston,Luxury Apts W/ 3 MONTHS FREE!!,2017-03-15 23:04,2.0,1179.0,3168.0,6025764829,John_Treat_Low,https://houston.craigslist.org/apa/6025764829.html,https://houston.craigslist.org/reply/hou/apa/6025764829,,
38,houston,With commanding views of the skyline all around you,2017-03-17 11:16,2.0,1090.0,2798.0,6021346933,John_Treat_High,https://houston.craigslist.org/apa/6021346933.html,https://houston.craigslist.org/reply/hou/apa/6021346933,,
15,houston,ALL BILLS PAID condo in West U/Medical Center area,2017-03-17 15:40,1.0,,1250.0,6007991249,John_Treat_Low,https://houston.craigslist.org/apa/6007991249.html,https://houston.craigslist.org/reply/hou/apa/6007991249,,
28,houston,ALL BILLS PAID condo in West U/Medical Center area,2017-03-17 15:37,1.0,,1250.0,6015449776,Jane_Treat_High,https://houston.craigslist.org/apa/6015449776.html,https://houston.craigslist.org/reply/hou/apa/6015449776,,
111,houston,"TWO MONTHS FREE!!! LOWEST RATES FOR 1, 2, & 3 BEDROOMS IN THE HEIGHTS!",2017-03-17 12:30,2.0,1202.0,1530.0,6022356074,Jane_Treat_Low,https://houston.craigslist.org/apa/6022356074.html,https://houston.craigslist.org/reply/hou/apa/6022356074,,
40,houston,3 MO FREE | 9TH FL | NEW HIRISE | DT LIVING | MODERN | LUXURY | SAVE $,2017-03-17 15:28,1.0,816.0,1673.0,6035171300,Jane_Treat_Low,https://houston.craigslist.org/apa/6035171300.html,https://houston.craigslist.org/reply/hou/apa/6035171300,,
12,houston,Ready to Lease? A Perfect Home Awaits You,2017-03-17 15:40,2.0,1089.0,1380.0,6048307110,Jane_Control,https://houston.craigslist.org/apa/6048307110.html,https://houston.craigslist.org/reply/hou/apa/6048307110,,
80,houston,Midtown Good Location all bills paid,2017-03-17 04:56,1.0,,2600.0,6028373120,John_Treat_High,https://houston.craigslist.org/apa/6028373120.html,https://houston.craigslist.org/reply/hou/apa/6028373120,,
2,houston,loft Style Luxury Apartment Midtown,2017-03-17 15:42,1.0,755.0,1400.0,6044293235,John_Control,https://houston.craigslist.org/apa/6044293235.html,https://houston.craigslist.org/reply/hou/apa/6044293235,,
75,houston,"Comfort, Convenience and Cool. Two Bedroom Downtown Houston",2017-03-16 19:11,2.0,988.0,2510.0,6036451116,John_Control,https://houston.craigslist.org/apa/6036451116.html,https://houston.craigslist.org/reply/hou/apa/6036451116,,
80,houston,Post Oak Special:Luxury  $0 app/admin and $0 deposit! Up to 2 months free plus $,2017-03-17 12:07,2.0,,2165.0,6007127061,Jane_Treat_Low,https://houston.craigslist.org/apa/6007127061.html,https://houston.craigslist.org/reply/hou/apa/6007127061,,
51,houston,Corner Unit Floor to Ceiling Windows New High-rise 8 weeks free,2017-03-17 13:03,2.0,1016.0,2110.0,6040089461,Jane_Treat_Low,https://houston.craigslist.org/apa/6040089461.html,https://houston.craigslist.org/reply/hou/apa/6040089461,,
1,houston,Luxury High Rise Montrose HOU306,2017-03-17 15:35,2.0,1496.0,3893.0,6041498885,Jane_Treat_High,https://houston.craigslist.org/apa/6041498885.html,https://houston.craigslist.org/reply/hou/apa/6041498885,,
21,houston,Fabulous ALL BILLS PAID condo in West U/Medical Center area,2017-03-17 15:37,2.0,,1575.0,6028206451,John_Treat_Low,https://houston.craigslist.org/apa/6028206451.html,https://houston.craigslist.org/reply/hou/apa/6028206451,,
115,houston,2 Bed * 2 Bathroom - Inner Loop / Greenway Plaza,2017-03-15 08:38,2.0,1346.0,3200.0,6002157567,Jane_Treat_Low,https://houston.craigslist.org/apa/6002157567.html,https://houston.craigslist.org/reply/hou/apa/6002157567,,
86,houston,Luxury Apts W/ 3 MONTHS FREE!!!,2017-03-15 23:04,2.0,1297.0,3405.0,6025765543,John_Control,https://houston.craigslist.org/apa/6025765543.html,https://houston.craigslist.org/reply/hou/apa/6025765543,,
