,city,Listing_Title,Posting_Date,Bedrooms,Sqft,Price,posting_ID,treatment_assignment,reply_email_TO_BE_FILLED_IN,Apartment_Complex_Flag
80,houston,1-2 mo free prorated w/12+ Refer to Apt#J4948A Call now!!,2017-03-17 15:00,1.0,565.0,1542.0,6032197305,Jane_Control,,
101,houston,"@Soaring 12-foot floor to ceiling windows panoramic views, Montrose",2017-03-15 13:54,1.0,1033.0,3060.0,6045229898,John_Control,,
5,houston,3 MO FREE | HOME SIZE | HIRISE LIVING | 24HR CONCIERGE | KIDS PLAYROOM,2017-03-17 15:28,2.0,1419.0,3230.0,6035190935,Jane_Treat_Low,,
109,houston,BRAND NEW HIGHRISE IN DOWNTOWN!!!,2017-02-09 21:37,1.0,,3616.0,5997137444,John_Treat_High,,
114,houston,*Museum Districts newest 24Story Gorgeous Hi-Rise Vacant w/3MONTHS FREE,2017-03-14 19:09,2.0,1454.0,3335.0,6015316989,John_Control,,
70,houston,✨Feels like You are in Vacation! Call Us to Get the OFFER!!✨,2017-03-17 13:32,2.0,1201.0,1855.0,6040961921,John_Control,,
41,houston,Beautiful New Kitchens *Grill Under the Cabana* 🕶,2017-03-17 11:02,2.0,1110.0,2568.0,6044803426,John_Treat_Low,,
25,houston,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 11:28,2.0,1320.0,3400.0,6018702414,Jane_Control,,
33,houston,THE BEST LOCATION,2017-03-17 15:19,2.0,1159.0,1795.0,6032072740,Jane_Treat_Low,,
88,houston,UPDATED EVERYTHING HUGE LIVING ROOM* 🙏,2017-03-16 16:04,2.0,1110.0,2568.0,6022798514,Jane_Treat_High,,
71,houston,Galleria/Uptown - 6 to 8 Weeks Free,2017-03-17 11:58,2.0,,2500.0,6038601437,John_Treat_High,,
40,houston,"Super posh property! Valet,concierge and amazing views!",2017-03-15 16:20,2.0,,3645.0,6038156829,John_Treat_High,,
45,houston,3 MO FREE | FANCY LIVING | 24HR VALET | 24HR CONCIERGE | VIEWS FOR DAY,2017-03-17 15:27,1.0,871.0,1643.0,6036715383,Jane_Treat_Low,,
101,houston,"Elegant Clubhouse with Fireplace, Golf Simulator, Granite Countertops",2017-03-17 14:35,1.0,755.0,1738.0,6048228733,Jane_Treat_High,,
42,houston,1 mo free w/13+mo CALL NOW !!!Refer to Apt#J4908A,2017-03-17 15:33,1.0,672.0,1150.0,6027992988,Jane_Control,,
109,houston,NEED A NICE PLACE TO LIVE? YOU'VE FOUND IT! 2 BEDS $1500,2017-03-17 14:17,2.0,,1500.0,6048144680,Jane_Treat_Low,,
107,houston,ARCADE ROOM Closets You Could Live In,2017-03-16 16:06,1.0,826.0,2640.0,6015414135,Jane_Treat_Low,,
56,houston,3 MONTHS FREE ✔️$1000 GC ✔️WAIVED FEES ✔,2017-03-17 15:27,1.0,871.0,1643.0,6034424686,John_Treat_Low,,
72,houston,Inner Loop / Greenway Plaza / Uptown - Granite Countertops! 2 Bed,2017-03-17 12:15,2.0,,2000.0,6037314366,John_Treat_High,,
33,houston,Why not live in West Memorial - Briar Forest,2017-03-17 15:35,1.0,776.0,1500.0,6017908462,Jane_Treat_High,,
94,houston,"@Soaring 12-foot floor to ceiling windows panoramic views, Montrose",2017-03-15 16:20,1.0,1033.0,3060.0,6033860506,Jane_Control,,
119,houston,Incredible Highrise* *Incredible Area*,2017-03-17 13:59,2.0,1127.0,1937.0,6048152724,John_Treat_High,,
114,houston,"*2Mo. Free New! Skylounge, yoga room, fitness and dog park, car charging station",2017-03-16 13:31,2.0,1184.0,2930.0,6004671051,John_Control,,
19,houston,2bdrm - Medical Center - Up to 2 Mos. Free,2017-03-17 11:51,2.0,,3100.0,6032919377,Jane_Control,,
90,houston,No need to prioritize your needs - Briar Forest - West Memorial.,2017-03-17 14:49,1.0,1799.0,1799.0,6048218437,John_Treat_High,,
8,houston,Fabulous ALL BILLS PAID condo in West U/Medical Center area,2017-03-17 15:41,2.0,,1450.0,6008024036,Jane_Treat_High,,
62,houston,FIND YOUR HAPPY HERE!!! Beautiful floor plan & Washer/Dryer included,2017-03-17 14:38,2.0,1093.0,1393.0,6048233542,Jane_Treat_Low,,
18,houston,ALL BILLS PAID condo in West U/Medical Center area,2017-03-17 15:40,1.0,,1250.0,6012089802,Jane_Treat_High,,
51,houston,**Exceptional Amenities and Concierge Service**,2017-03-17 09:56,1.0,1135.0,3345.0,6033931305,Jane_Treat_Low,,
39,houston,WOW! I-10 &Post Oak-NEW MIDRISE! 0 app/Admin+free Move+2.5 mo fr+ $750,2017-03-17 15:06,2.0,1064.0,1540.0,6048246956,Jane_Treat_Low,,
65,houston,2 BR Apartment with a awesome facilities and Other features includes,2017-03-17 12:47,2.0,1246.0,2300.0,6017188445,John_Treat_Low,,
92,houston,1br - Medical Center - 1-2 Months Free & $1000 LNL,2017-03-17 11:51,1.0,,2000.0,6036884699,John_Treat_Low,,
44,houston,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 10:39,2.0,1320.0,3400.0,6025754025,John_Treat_High,,
43,houston,3 MONTHS FREE | MOVE IN GIFT | YOUR CHOICE | WAIVED FEES | + $1000,2017-03-17 11:41,1.0,1187.0,2526.0,6024218523,Jane_Treat_Low,,
7,houston,Luxury High Rise Montrose HOU306,2017-03-17 15:38,1.0,903.0,2059.0,6041467056,John_Treat_Low,,
84,houston,Midtown Good Location all bills paid,2017-03-16 21:19,1.0,,2600.0,6025927461,Jane_Control,,
47,houston,3 MO FREE | BEAUTIFUL | MODERN | LUXURY | ARTSY | VIEWS FOR DAYS $$$,2017-03-17 15:27,1.0,871.0,1643.0,6036722042,John_Control,,
60,houston,Low Prices For A Short Time..... 2 bedroom/1 Bathroom..... $1459,2017-03-17 14:45,2.0,933.0,1459.0,6048244656,John_Control,,
116,houston,Pleasant stay corporate housing,2017-03-15 06:48,2.0,,3200.0,6004624905,John_Control,,
84,houston,Sweet Pricing* Special Offers!*,2017-03-17 15:23,2.0,993.0,1170.0,6048293730,John_Treat_Low,,
51,houston,Very Nice Quite 2 BR+ 2 Bath Apartment,2017-03-17 12:50,2.0,1064.0,2069.0,6016050884,John_Control,,
91,houston,"**Medical Center - Wood-Style Flooring, Stainless Appliances, Modern",2017-03-17 11:52,2.0,,2400.0,6036883054,John_Control,,
63,houston,REDUCED RATES + 2 WEEKS FREE | FLOOR TO CEILING WINDOWS | MODERN | NEW,2017-03-17 15:27,1.0,800.0,1075.0,6035414831,John_Control,,
115,houston,*Remote home technology 7th floor skylounge $0app LEED Cert,2017-02-01 13:43,2.0,1320.0,3729.0,5985030372,John_Treat_Low,,
14,houston,Make This Your New Home! Guaranteed 100% Off for a Month!!!,2017-03-17 15:28,2.0,1538.0,2099.0,6048299115,Jane_Treat_Low,,
50,houston,Head North or South* Beltway 8*,2017-03-17 15:29,2.0,1105.0,1051.0,6048302194,Jane_Treat_High,,
88,houston,"** River Oaks 1-3mo. ProRated reduced rent, 12' ceilings",2017-02-28 10:51,2.0,1435.0,3515.0,5986547692,John_Control,,
108,houston,Furnished Apartment in the Heart of the Texas Medical Center!,2017-03-15 10:27,2.0,1150.0,3200.0,6044978545,Jane_Treat_Low,,
14,houston,LUXURY HI-RISE HIGHLAND VILLAGE,2017-03-17 11:26,2.0,1400.0,3500.0,6018702178,Jane_Treat_High,,
118,houston,"SPRING LOWER RATES, PLUS $1,000 OFF PRO-RATED!!!",2017-03-17 13:28,2.0,1047.0,1445.0,6048118377,John_Treat_Low,,
94,houston,2 MO FREE WITH 18 MO LEASE!! CALL NOW,2017-03-17 14:47,1.0,623.0,1625.0,6009189817,Jane_Treat_Low,,
106,houston,LUXURY Hi-Rise Limited time SPECIAL,2017-03-14 22:53,2.0,1320.0,3400.0,6018702708,Jane_Treat_Low,,
115,houston,Bright and luxurious home in Inner Loop / Medical Center 1 Bed,2017-03-17 15:06,1.0,754.0,1452.0,6026500885,Jane_Treat_Low,,
44,houston,Life is Better Here! Nestled in the Master-Planned Community!,2017-03-17 13:19,2.0,1267.0,2111.0,6034103238,Jane_Treat_High,,
82,houston,"Luxury, Comfort and Impeccable Style Apartments",2017-03-15 19:11,2.0,1520.0,3200.0,6045713545,Jane_Treat_High,,
40,houston,Simple the best: Inner Loop ^ Greenway Plaza,2017-03-17 15:33,1.0,,1500.0,6038137990,John_Control,,
8,houston,Fabulous ALL BILLS PAID condo in West U/Medical Center area,2017-03-17 15:41,2.0,,1575.0,6008047554,Jane_Treat_High,,
61,houston,REDUCED RATES + 2 WEEKS FREE | RENOVATED | MODERN | LUXURY | W/D,2017-03-17 15:28,1.0,800.0,1075.0,6035410770,Jane_Treat_Low,,
65,houston,2 MONTHS FREE OR 3 ON 18 MONTHS,2017-03-10 13:11,1.0,1393.0,3731.0,6016704656,Jane_Treat_High,,
114,houston,*Remote home technology 7th floor skylounge $0app LEED Cert,2017-02-01 16:39,2.0,1320.0,3729.0,5985368220,Jane_Treat_Low,,
100,houston,Washington Avenue / Inner Loop - 1 Bedroom,2017-03-17 14:36,1.0,993.0,1500.0,6048198262,John_Treat_High,,
44,houston,3 MONTHS FREE | FLEX SPACE | 1.5 BATHROOM | HIGH RISE LIVING | NEW,2017-03-17 11:35,1.0,1187.0,2526.0,6024223890,Jane_Treat_Low,,
9,houston,Loft Style Luxury Apartment Midtown,2017-03-17 15:41,1.0,740.0,1400.0,6044289456,Jane_Control,,
65,houston,Killer Pool! Uptown Apt Luxury*,2017-03-17 13:50,2.0,745.0,1701.0,6048140528,John_Treat_Low,,
41,houston,3 MO FREE | SPA | STEAM | SAUNA | AMENITIES GALORE | HIRISE LIVING $$$,2017-03-17 15:28,1.0,816.0,1673.0,6035178726,Jane_Control,,
72,houston,1/2 of 6 months... that's 3 months free!!,2017-03-07 23:23,2.0,,4000.0,6002113698,John_Control,,
9,houston,🏠 1-3mo prorated over 13mo on select unit🏠,2017-03-17 14:31,2.0,1435.0,3681.0,6022364239,Jane_Treat_Low,,
103,houston,Immaculate Two Bedroom Condo near Inner Loop,2017-03-17 11:23,2.0,1202.0,2500.0,6026076358,Jane_Control,,
49,houston,Greenway Plaza / Rice Village - 1 Bed Apartment,2017-03-17 15:30,1.0,628.0,1499.0,6013381088,John_Control,,
17,houston,💕👍Be Fit and Live in the City Life. Inquire Now.👍,2017-03-17 13:27,2.0,1246.0,2880.0,6041045712,John_Treat_High,,
60,houston,Why not live in West Memorial - Briar Forest,2017-03-17 15:24,1.0,,1500.0,6048273683,John_Control,,
99,houston,BRAND NEW HIGHRISE IN DOWNTOWN!!!,2017-02-21 18:49,1.0,,3616.0,6010648971,John_Control,,
24,houston,No need to prioritize your needs - Briar Forest - West Memorial.,2017-03-17 15:37,1.0,,1799.0,6048273673,Jane_Treat_Low,,
95,houston,Luxury Interiors Beautiful New Kitchens,2017-03-16 15:37,2.0,1110.0,2568.0,6019370580,John_Treat_Low,,
105,houston,Infinity Pool! Super Modern* 👏,2017-03-17 11:17,2.0,113.0,2319.0,6044585976,Jane_Control,,
119,houston,Great Community,2017-03-17 13:25,2.0,927.0,1175.0,6048112239,John_Control,,
101,houston,HEIGHTS 2 MONTHS FREE NO DEPOSIT,2017-03-17 11:25,2.0,979.0,2146.0,6025743829,John_Treat_High,,
30,houston,West Memorial perfect representation of cosmopolitan living,2017-03-17 15:36,1.0,628.0,1215.0,6024998190,John_Control,,
47,houston,*Remote home technology 7th floor skylounge $0app LEED Cert,2017-03-15 12:57,2.0,1320.0,3729.0,6045147102,John_Treat_Low,,
74,houston,3 MONTHS FREE | QUARTZ CNTRTOPS | CARPET IN BEDROOM | MODERN | LUXURY,2017-03-17 15:27,1.0,,1200.0,6034532315,John_Treat_Low,,
92,houston,"Poolside Gourmet Grilling Area, Picnic Areas with Grills, Bark Park",2017-03-17 13:59,2.0,1107.0,1047.0,6048111071,John_Treat_Low,,
10,houston,3 MO FREE | FEELS LIKE HOME | HOME SWEET HOME | TREAT YOURSELF | HIRIS,2017-03-17 15:27,2.0,1480.0,3261.0,6036738239,John_Treat_High,,
9,houston,*2 MO FREE WITH 12 MO LEASE!! CALL NOW,2017-03-17 14:51,2.0,1266.0,2790.0,6028140403,Jane_Control,,
10,houston,Luxury High Rise Montrose HOU306,2017-03-17 15:38,1.0,832.0,2060.0,6041460721,John_Treat_Low,,
18,houston,Downtown Skyline,2017-03-17 13:42,1.0,1218.0,2970.0,6042343168,John_Treat_Low,,
105,houston,Easy access to Grand Pkwy/Woodlands Shopping,2017-03-17 13:42,2.0,1172.0,1275.0,6043700387,Jane_Control,,
2,houston,loft Style Luxury Apartment Midtown,2017-03-17 15:42,1.0,755.0,1400.0,6044293235,John_Treat_High,,
110,houston,Stop By Today To View Your New Home! $199 First Month!,2017-03-17 15:08,2.0,1101.0,1015.0,6048280847,John_Control,,
27,houston,Energy Corridor is the right place for You. 1 Bedroom Unit,2017-03-17 15:34,1.0,,1849.0,6042444614,Jane_Treat_Low,,
77,houston,2 month free prorated w/12month lease NEW APARTMENT (ID:138),2017-03-17 14:19,2.0,1249.0,1466.0,6048096949,John_Treat_Low,,
68,houston,Welcome to your new life style and home! UP TO $500 REBATE!!!,2017-03-16 21:54,2.0,,2752.0,6047315118,Jane_Treat_High,,
16,houston,loft Style Luxury Apartment Midtown,2017-03-17 15:40,1.0,868.0,1700.0,6044303546,John_Treat_High,,
88,houston,2 MO FREE RENT!!CALL NOW,2017-03-17 14:51,1.0,710.0,1670.0,6028135852,Jane_Treat_High,,
44,houston,3 MO FREE | LUXURY HIRISE | $1000 LNL + OTHR INCENTIVES $$$ | MODERN,2017-03-17 15:27,1.0,871.0,1643.0,6036710560,Jane_Control,,
31,houston,Large 1 Bedroom Apartment!ALL BILLS PAID!,2017-03-17 15:35,1.0,640.0,1200.0,6019169294,Jane_Treat_High,,
56,houston,Two months free at brand new high-rise with world-class amenities!,2017-03-17 12:39,2.0,1125.0,2341.0,6006994426,Jane_Control,,
16,houston,3 MO FREE | BACHELORETTE PAD | GIRLS NIGHT | VIEWS FOR DAYS | TREAT 4U,2017-03-17 15:27,1.0,1100.0,2399.0,6036733861,John_Treat_High,,
50,houston,LUXURY Hi-Rise Limited time SPECIAL,2017-03-17 10:17,2.0,1320.0,3400.0,6018594124,Jane_Treat_Low,,
34,houston,HIGH RISE - MEDICAL CENTER -2BED,2017-03-17 15:19,2.0,,1799.0,6048287561,John_Control,,
